item_number,accno,date,quantity,retail,cost,gross
KK-558CL-A,CASH01,14/10/2024,1,62,78,-16
KK-558CL-A,SSS010,30/10/2024,80,5928,6240,-312
KK-558CL-A,3DCS01,28/11/2024,1,78,78,0
KK-558CL-A,3DCS01,13/02/2025,40,3120,3120,0
KK-558CL-A,CIG010,04/04/2025,80,5928,6240,-312
KK-558CL-A,3DCS01,24/04/2025,5,390,390,0
KK-558CL-A,TB0100,26/08/2025,4,282,332,-50
KK-558CL-A,TB0100,23/09/2025,10,705,830,-125
KK-558CL-A,TB0100,02/10/2025,18,1270,1494,-224
KK-CB40,SN0200,12/06/2024,30,944,1110,-167
KK-CB40,SN0200,16/07/2024,20,629,740,-111
KK-CB40,SN0200,14/05/2025,40,1258,1480,-222
KK-CB80,MM0200,20/10/2023,16,1505,1584,-79
KK-CB80,CTR010,23/10/2023,36,3564,3564,0
KK-CB80,CTR010,17/11/2023,6,594,594,0
KK-CB80,SN0200,15/02/2024,40,3366,3960,-594
KK-CB80,TA0100,23/02/2024,5,446,495,-50
KK-CB80,SN0200,14/03/2024,40,3366,3960,-594
KK-CB80,TDG020,15/03/2024,3,252,297,-45
KK-ENB60,TDG020,25/10/2023,13,818,962,-144
KK-ENB60,TDG020,30/01/2024,2,126,148,-22
KK-ENB60,TDG020,23/10/2024,12,755,888,-133
KK-ENB60,TDG020,14/11/2024,15,944,1110,-167
KK-ENB60,TDG020,25/03/2025,3,189,222,-33
KK-ENB60,LYE010,15/08/2025,1,68,74,-6
KK-ENB60,TDG020,14/10/2025,10,629,740,-111
KK-ENB80,TDG020,17/11/2023,1,107,126,-19
KK-ENB80,TDG020,27/03/2024,4,428,504,-76
KK-ENB80,3DCC01,06/09/2024,10,1159,1260,-101
KK-ENB80,TDG020,13/09/2024,8,857,1008,-151
KK-ENB80,TDG020,01/10/2024,2,214,252,-38
KK-ENB80,TDG020,24/10/2024,1,107,126,-19
KK-ENB80,TDG020,02/12/2024,6,643,756,-113
KK-ENB80,TDG020,13/01/2025,10,1071,1260,-189
KK-ENB80,TDG020,24/01/2025,2,214,252,-38
KK-ENB80,TDG020,07/10/2025,2,214,252,-38
KK-ENB80,TDG020,23/10/2025,2,214,252,-38
KK-GF01-25,HD0100,03/10/2024,2,570,648,-78
KK-GF01-25,TA0100,15/11/2024,1,292,324,-32
KK-GF01-25,SSL010,29/11/2024,1,324,324,0
KK-GF01-25,CTA010,24/03/2025,16,4925,5184,-259
KK-GF01-25,TB0100,27/03/2025,1,275,324,-49
KK-GF01-25,FP0200,16/04/2025,3,855,972,-117
KK-GF01-25,TA0100,30/04/2025,3,875,972,-97
KK-GF01-25,TA0100,13/05/2025,4,1166,1296,-130
KK-GF01-25,PA0400,16/05/2025,5,1377,1620,-243
KK-GF01-25,SSL010,07/07/2025,1,324,324,0
KK-GF01-25,FP0200,17/07/2025,1,285,324,-39
KK-GF01-25,FP0200,22/07/2025,1,285,324,-39
KK-GF01-25,CTA010,09/10/2025,1,308,324,-16
KK-GF01-25,TB0100,16/10/2025,4,1102,1296,-194
KK-GF01-25,FP0200,21/10/2025,1,285,324,-39
KK-GF01-27,HD0100,03/10/2024,2,609,692,-83
KK-GF01-27,TA0100,06/11/2024,1,311,346,-35
KK-GF01-27,SSL010,29/11/2024,1,346,346,0
KK-GF01-27,TC0700,20/02/2025,1,294,346,-52
KK-GF01-27,TB0100,27/03/2025,1,294,346,-52
KK-GF01-27,FP0200,16/04/2025,1,304,346,-42
KK-GF01-27,TA0100,30/04/2025,3,934,1038,-104
KK-GF01-27,TA0100,13/05/2025,3,934,1038,-104
KK-GF01-27,PA0400,16/05/2025,5,1471,1730,-260
KK-GF01-27,NT0300,03/06/2025,4,1176,1384,-208
KK-GF01-27,SSL010,07/07/2025,1,346,346,0
KK-GF01-27,TA0100,05/09/2025,2,623,692,-69
KK-GF01-27,FP0200,21/10/2025,1,304,346,-42
KK-GF01-30,HD0100,03/10/2024,2,697,792,-95
KK-GF01-30,SSL010,29/11/2024,1,396,396,0
KK-GF01-30,TA0100,12/12/2024,2,713,792,-79
KK-GF01-30,TB0100,27/03/2025,1,337,396,-59
KK-GF01-30,TB0100,08/04/2025,4,1346,1584,-238
KK-GF01-30,FP0200,16/04/2025,1,348,396,-48
KK-GF01-30,TA0100,30/04/2025,3,1069,1188,-119
KK-GF01-30,TA0100,13/05/2025,3,1069,1188,-119
KK-GF01-30,PA0400,16/05/2025,5,1683,1980,-297
KK-GF01-30,SSL010,07/07/2025,1,396,396,0
KK-GF01-30,FP0200,21/10/2025,1,348,396,-48
LC-02164A,CTA010,01/10/2025,1,292,307,-15
LC-02164A,CTA010,20/10/2025,1,292,307,-15
LC-02304A,CCG020,12/10/2023,4,1160,1160,0
LC-02304A,TT0700,20/11/2023,2,534,580,-46
LC-02304A,ICG020,25/09/2024,1,290,290,0
LC-02304A,TD0100,25/10/2024,1,276,290,-15
LC-02304A,CTA010,20/10/2025,1,276,290,-14
LC-70BZ,CASH01,06/02/2024,1,23,23,0
LC-70BZ,TDG020,02/07/2024,10,196,230,-35
LC-70BZ,TDG020,31/07/2024,37,723,851,-128
LC-70BZ,IT0100,02/08/2024,18,373,414,-41
LC-70BZ,TDG020,07/07/2025,9,176,207,-31
LC-70GD,IT0100,16/10/2023,5,104,115,-12
LC-70GD,IT0100,23/05/2024,16,331,368,-37
LC-70GD,TD0100,24/05/2024,50,1150,1150,0
LC-70SV,IT0100,26/03/2024,16,331,368,-37
LC-70SV,TDG020,15/04/2024,36,704,828,-124
LC-70SV,TDG020,19/04/2024,2,39,46,-7
LC-70SV,IT0100,23/05/2024,1,21,23,-2
LC-70SV,TB0100,28/05/2024,24,486,552,-66
LC-70SV,TDG020,26/06/2024,30,587,690,-104
LC-70SV,FDS010,14/05/2025,9,145,207,-62
LC-70SV,TDG020,07/07/2025,29,567,667,-100
LD-014,TSS020,06/11/2023,10,2700,3000,-300
LD-014,TSS020,07/11/2023,20,5400,6000,-600
LD-014,SN0200,16/11/2023,23,5865,6900,-1035
LD-014,TB0100,05/03/2024,1,264,300,-36
LD-014,SN0200,23/05/2024,8,2040,2400,-360
LD-014,TB0100,23/05/2024,3,792,900,-108
LD-014,TB0100,28/05/2024,3,792,900,-108
LD-014,TSS020,19/07/2024,7,1890,2100,-210
LD-014,SM0200,24/07/2024,29,8700,8700,0
LD-014,SM0200,29/07/2024,2,600,600,0
LD-014,TSS020,29/07/2024,4,1080,1200,-120
LD-014,TB0100,29/07/2024,6,1584,1800,-216
LD-014,FP0200,28/08/2024,1,246,280,-34
LD-014,FP0200,04/09/2024,1,246,280,-34
LD-014,FP0200,11/09/2024,17,4189,4760,-571
LD-014,TSS020,01/10/2024,12,2856,3360,-504
LD-014,TSS020,09/10/2024,6,1428,1680,-252
LD-014,TSS020,28/02/2025,10,2380,2800,-420
LD-014,FDS010,04/03/2025,1,258,280,-22
LD-014,TSS020,23/04/2025,5,1190,1400,-210
LD-014,TB0100,23/04/2025,8,1904,2240,-336
LD-014,TSS020,12/06/2025,5,1190,1400,-210
LD-014,TSS020,16/07/2025,5,1190,1400,-210
LD-014,TB0100,21/08/2025,1,238,280,-42
LD-014,FP0200,09/10/2025,17,4189,4760,-571
LD-031-L,WHC010,09/10/2023,1,315,358,-43
LD-031-L,WHC010,13/10/2023,4,1260,1432,-172
LD-031-L,WHC010,20/02/2024,2,630,716,-86
LD-031-L,WHC010,06/03/2024,1,315,358,-43
LD-031-L,SN0200,11/03/2024,3,913,1074,-161
LD-031-L,WHC010,14/06/2024,2,630,716,-86
LD-031-L,WHC010,21/08/2024,1,315,358,-43
LD-031-L,WHC010,18/09/2024,1,315,358,-43
LD-031-L,WHC010,04/03/2025,1,315,358,-43
LD-031-L,WHC010,19/03/2025,1,315,358,-43
LD-031-L,TB0100,27/03/2025,1,304,358,-54
LD-031-L,WHC010,20/05/2025,8,2520,2864,-344
LD-031-L,WHC010,11/07/2025,1,315,358,-43
LD-031-L,WHC010,22/09/2025,1,315,358,-43
LD-031-M,TA0100,19/10/2023,3,878,975,-98
LD-031-M,SN0200,11/03/2024,8,2210,2600,-390
LD-031-M,WHC010,21/08/2024,1,286,325,-39
LD-031-M,WHC010,18/09/2024,1,286,325,-39
LD-031-M,WHC010,19/03/2025,1,286,325,-39
LD-031-M,TB0100,27/03/2025,1,276,325,-49
LD-031-M,WHC010,20/05/2025,4,1144,1300,-156
LD-031-M,WHC010,22/09/2025,1,286,325,-39
LD-031-S,WHC010,21/08/2024,1,258,293,-35
LD-031-S,WHC010,18/09/2024,1,258,293,-35
LD-031-S,WHC010,19/03/2025,2,516,586,-70
LD-031-S,TB0100,27/03/2025,1,249,293,-44
LD-031-S,WHC010,20/05/2025,4,1031,1172,-141
LD-031-S,WHC010,22/09/2025,1,258,293,-35
LD-067-L,FP0200,05/10/2023,1,414,450,-36
LD-067-L,TSS020,09/10/2023,10,4050,4500,-450
LD-067-L,WHC010,09/10/2023,2,792,900,-108
LD-067-L,TB0100,10/10/2023,1,396,450,-54
LD-067-L,NT0300,22/08/2025,-10,-3570,-4200,630
LD-067-L,TDG020,11/09/2025,-1,-357,-420,63
LD-067-L,JAM010,24/10/2023,10,3825,4500,-675
LD-067-L,TE0300,02/11/2023,4,1530,1800,-270
LD-067-L,CWMT01,02/11/2023,7,2835,3150,-315
LD-067-L,TT0700,15/11/2023,3,1242,1350,-108
LD-067-L,TP0100,29/11/2023,1,428,450,-23
LD-067-L,TB0100,30/01/2024,2,792,900,-108
LD-067-L,WC0100,30/01/2024,4,1800,1800,0
LD-067-L,SSS010,05/02/2024,30,12825,13500,-675
LD-067-L,HD0100,08/02/2024,1,414,450,-36
LD-067-L,PA0400,05/03/2024,10,4050,4500,-450
LD-067-L,PA0400,19/03/2024,11,4455,4950,-495
LD-067-L,UBMM01,20/03/2024,4,1746,1800,-54
LD-067-L,SSS010,20/03/2024,10,4275,4500,-225
LD-067-L,SSS010,27/03/2024,6,2565,2700,-135
LD-067-L,SSS010,02/04/2024,5,2138,2250,-113
LD-067-L,FP0200,15/04/2024,1,414,450,-36
LD-067-L,HD0100,18/04/2024,6,2484,2700,-216
LD-067-L,CTR010,18/04/2024,12,5400,5400,0
LD-067-L,PA0400,19/04/2024,15,6075,6750,-675
LD-067-L,PA0400,22/04/2024,5,2025,2250,-225
LD-067-L,TDG020,14/08/2024,5,2027,2100,-73
LD-067-L,TD0100,15/08/2024,4,1908,1680,228
LD-067-L,TDG020,21/08/2024,6,2433,2520,-87
LD-067-L,TSS020,02/09/2024,10,3570,4200,-630
LD-067-L,TB0100,03/09/2024,2,714,840,-126
LD-067-L,TB0100,12/09/2024,1,357,420,-63
LD-067-L,FP0200,25/09/2024,1,370,420,-50
LD-067-L,GCP010,25/09/2024,1,420,420,0
LD-067-L,TSS020,30/09/2024,5,1785,2100,-315
LD-067-L,PA0400,14/11/2024,5,1785,2100,-315
LD-067-L,HD0100,28/11/2024,3,1109,1260,-151
LD-067-L,PA0400,03/02/2025,6,2142,2520,-378
LD-067-L,TSS020,10/02/2025,6,2142,2520,-378
LD-067-L,TT0700,12/03/2025,1,378,420,-42
LD-067-L,TDG020,25/03/2025,7,2499,2940,-441
LD-067-L,FP0200,23/04/2025,1,370,420,-50
LD-067-L,PA0400,21/05/2025,13,4641,5460,-819
LD-067-L,KG0200,29/07/2025,7,2705,2940,-235
LD-067-L,TB0100,12/08/2025,1,357,420,-63
LD-067-L,NT0300,22/08/2025,10,3570,4200,-630
LD-067-L,NT0300,22/08/2025,10,3150,4200,-1050
LD-067-L,FP0200,08/09/2025,1,370,420,-50
LD-067-L,TDG020,11/09/2025,1,357,420,-63
LD-067-L,TDG020,17/09/2025,1,357,420,-63
LD-067-L,TB0100,18/09/2025,1,357,420,-63
LD-067-L,PA0400,30/09/2025,5,1785,2100,-315
LD-067-L,PA0400,22/10/2025,5,1785,2100,-315
LD-067-M,TSS020,12/10/2023,6,2225,2472,-247
LD-067-M,TSS020,13/03/2025,-1,-327,-385,58
LD-067-M,JAM010,24/10/2023,10,3502,4120,-618
LD-067-M,CIG010,24/10/2023,5,1957,2060,-103
LD-067-M,TE0300,02/11/2023,4,1401,1648,-247
LD-067-M,TSS020,06/11/2023,5,1854,2060,-206
LD-067-M,TT0700,15/11/2023,3,1137,1236,-99
LD-067-M,TB0100,21/11/2023,3,1088,1236,-148
LD-067-M,CP0100,23/11/2023,13,5356,5356,0
LD-067-M,TE0300,29/11/2023,4,1401,1648,-247
LD-067-M,TP0200,16/01/2024,18,7416,7416,0
LD-067-M,TSS020,19/01/2024,10,3708,4120,-412
LD-067-M,TB0100,30/01/2024,4,1450,1648,-198
LD-067-M,WC0100,30/01/2024,4,1648,1648,0
LD-067-M,SSS010,05/02/2024,42,16439,17304,-865
LD-067-M,HD0100,08/02/2024,1,379,412,-33
LD-067-M,PA0400,26/02/2024,8,2966,3296,-330
LD-067-M,HD0100,28/02/2024,6,2274,2472,-198
LD-067-M,TP0200,23/04/2024,32,12129,13184,-1055
LD-067-M,TC0700,29/04/2024,1,371,412,-41
LD-067-M,TDG020,14/08/2024,4,1486,1540,-54
LD-067-M,TDG020,21/08/2024,35,13001,13475,-474
LD-067-M,TDG020,30/08/2024,5,1636,1925,-289
LD-067-M,TSS020,02/09/2024,6,1964,2310,-347
LD-067-M,TB0100,03/09/2024,2,655,770,-115
LD-067-M,GCP010,25/09/2024,1,385,385,0
LD-067-M,TSS020,30/09/2024,25,8181,9625,-1444
LD-067-M,TSS020,01/10/2024,2,655,770,-116
LD-067-M,TB0100,15/10/2024,2,655,770,-116
LD-067-M,HD0100,23/10/2024,6,2033,2310,-277
LD-067-M,WHC010,30/10/2024,1,339,385,-46
LD-067-M,GCP010,06/11/2024,14,5390,5390,0
LD-067-M,HD0100,21/11/2024,1,339,385,-46
LD-067-M,TD0100,02/12/2024,1,366,385,-19
LD-067-M,HD0100,28/01/2025,4,1355,1540,-185
LD-067-M,TSS020,10/02/2025,13,4254,5005,-751
LD-067-M,TSS020,13/03/2025,14,4582,5390,-808
LD-067-M,FDS010,14/03/2025,1,354,385,-31
LD-067-M,TDG020,25/03/2025,41,13417,15785,-2368
LD-067-M,TB0100,27/03/2025,1,327,385,-58
LD-067-M,PA0400,18/06/2025,5,1636,1925,-289
LD-067-M,TB0100,12/08/2025,6,1964,2310,-347
LD-067-M,TDG020,03/10/2025,2,655,770,-116
LD-067-M,TDG020,03/10/2025,1,327,385,-58
LD-067-M,SN0200,10/10/2025,45,14727,17325,-2598
LD-067-M,PA0400,22/10/2025,15,4909,5775,-866
LD-067-M,TB0100,23/10/2025,1,327,385,-58
LD-067-S,TSS020,09/10/2023,10,3375,3750,-375
LD-067-S,TSS020,10/10/2023,10,3375,3750,-375
LD-067-S,TE0300,02/11/2023,6,1913,2250,-338
LD-067-S,TT0700,15/11/2023,3,1035,1125,-90
LD-067-S,TSS020,17/11/2023,8,2700,3000,-300
LD-067-S,TSS020,29/11/2023,6,2025,2250,-225
LD-067-S,CIG010,12/01/2024,3,1069,1125,-56
LD-067-S,TSS020,19/01/2024,10,3375,3750,-375
LD-067-S,HD0100,22/01/2024,2,690,750,-60
LD-067-S,TB0100,30/01/2024,4,1320,1500,-180
LD-067-S,SSS010,05/02/2024,5,1781,1875,-94
LD-067-S,HD0100,08/02/2024,3,1035,1125,-90
LD-067-S,TT0700,04/03/2024,1,345,375,-30
LD-067-S,HD0100,18/04/2024,5,1725,1875,-150
LD-067-S,TP0200,23/04/2024,26,8970,9750,-780
LD-067-S,TDG020,14/08/2024,2,677,700,-23
LD-067-S,TSS020,23/08/2024,20,5950,7000,-1050
LD-067-S,TSS020,26/08/2024,23,6843,8050,-1208
LD-067-S,TB0100,27/08/2024,2,595,700,-105
LD-067-S,TSS020,02/09/2024,2,595,700,-105
LD-067-S,TB0100,03/09/2024,3,893,1050,-158
LD-067-S,GCP010,25/09/2024,1,350,350,0
LD-067-S,TD0100,10/10/2024,4,1330,1400,-70
LD-067-S,TB0100,15/10/2024,12,3570,4200,-630
LD-067-S,WHC010,30/10/2024,1,308,350,-42
LD-067-S,JAM010,07/03/2025,30,8925,10500,-1575
LD-067-S,TSS020,13/03/2025,20,5950,7000,-1050
LD-067-S,TSS020,06/08/2025,15,4463,5250,-787
LD-067-S,TB0100,26/08/2025,1,298,350,-52
LD-067-S,TB0100,23/10/2025,2,595,700,-105
LD-07,FM0200,16/02/2024,-3,-328,-345,17
LD-07,TA0100,04/10/2023,32,3312,3680,-368
LD-07,FP0200,27/03/2024,-1,-106,-115,9
LD-07,MC0900,24/10/2023,6,656,690,-35
LD-07,SN0200,02/11/2023,30,2933,3450,-518
LD-07,CTR010,17/11/2023,1,115,115,0
LD-07,CC0100,20/11/2023,3,328,345,-17
LD-07,IT0100,21/11/2023,1,104,115,-12
LD-07,FM0200,22/11/2023,3,328,345,-17
LD-07,CTR010,22/11/2023,3,345,345,0
LD-07,IT0100,24/11/2023,1,104,115,-11
LD-07,TA0100,12/02/2024,3,311,345,-35
LD-07,TDG020,15/03/2024,2,196,230,-34
LD-07,FP0200,20/03/2024,1,106,115,-9
LD-07,FP0200,25/03/2024,1,106,115,-9
LD-07,TA0100,09/04/2024,16,1656,1840,-184
LD-07,CC0100,15/04/2024,1,109,115,-6
LD-07,FP0200,26/04/2024,1,106,115,-9
LD-07,FP0200,14/05/2024,4,423,460,-37
LD-07,SN0200,31/05/2024,20,1955,2300,-345
LD-07,SN0200,21/06/2024,40,4318,5080,-762
LD-07,CTR010,07/08/2024,2,254,254,0
LD-07,TB0100,13/08/2024,2,197,224,-27
LD-07,3DCC01,06/09/2024,10,1030,1120,-90
LD-07,TDG020,10/09/2024,4,381,448,-67
LD-07,TSS020,18/09/2024,5,476,560,-84
LD-07,TDG020,02/10/2024,2,190,224,-34
LD-07,IT0100,11/10/2024,1,101,112,-11
LD-07,3DCC01,14/10/2024,25,2576,2800,-224
LD-07,TSS020,04/11/2024,5,476,560,-84
LD-07,PA0400,06/11/2024,28,2666,3136,-470
LD-07,SN0200,08/11/2024,10,952,1120,-168
LD-07,TDG020,14/11/2024,11,1047,1232,-185
LD-07,IT0100,14/11/2024,12,1210,1344,-134
LD-07,CTR010,19/11/2024,2,213,224,-11
LD-07,IT0100,19/11/2024,1,101,112,-11
LD-07,TB0100,05/12/2024,1,95,112,-17
LD-07,TDG020,13/01/2025,8,762,896,-134
LD-07,TA0100,24/01/2025,3,302,336,-34
LD-07,TA0100,29/01/2025,4,403,448,-45
LD-07,TDG020,07/03/2025,1,95,112,-17
LD-07,TDG020,26/03/2025,1,95,112,-17
LD-07,SN0200,28/03/2025,10,952,1120,-168
LD-07,IT0100,31/03/2025,2,202,224,-22
LD-07,TA0100,07/05/2025,2,202,224,-22
LD-07,CTA010,26/06/2025,1,106,112,-6
LD-07,SN0200,08/08/2025,15,1428,1680,-252
LD-07,HD0100,11/08/2025,15,1478,1680,-202
LD-07,HD0100,25/08/2025,1,99,112,-13
LD-07,SN0200,29/08/2025,20,1904,2240,-336
LD-07,TB0100,04/09/2025,13,1238,1456,-218
LD-07,MC0900,08/09/2025,1,103,112,-9
LD-07,SN0200,10/09/2025,10,952,1120,-168
LD-07,MC0900,17/09/2025,1,103,112,-9
LD-07,TSS020,18/09/2025,6,571,672,-101
LD-07,TB0100,23/09/2025,6,571,672,-101
LD-07,TA0100,13/10/2025,3,302,336,-34
LD-07B,SN0200,06/10/2023,40,4488,5280,-792
LD-07B,SN0200,17/10/2025,-20,-2142,-2520,378
LD-07B,FDS010,03/11/2023,16,1943,2112,-169
LD-07B,SPW010,14/12/2023,1,132,132,0
LD-07B,CBT010,21/08/2024,1,126,126,0
LD-07B,IC0100,02/09/2024,1,126,126,0
LD-07B,SN0200,25/09/2024,25,2678,3150,-473
LD-07B,KG0200,27/02/2025,10,1159,1260,-101
LD-07B,TB0100,23/04/2025,10,1071,1260,-189
LD-07B,KG0200,29/04/2025,9,1043,1134,-91
LD-07B,SN0200,25/07/2025,20,2142,2520,-378
LD-07B,SN0200,17/10/2025,20,2142,2520,-378
LD-07B,SN0200,17/10/2025,20,2142,2520,-378
LD-100,FDS010,06/11/2023,-2,-861,-936,75
LD-100,TB0100,10/10/2023,17,7001,7956,-955
LD-100,TB0100,17/10/2023,3,1236,1404,-168
LD-100,FDS010,06/11/2023,2,861,936,-75
LD-100,FDS010,06/11/2023,1,431,468,-37
LD-100,FP0200,08/11/2023,1,431,468,-37
LD-100,TB0100,09/11/2023,3,1236,1404,-168
LD-100,DST010,13/11/2023,9,4001,4212,-211
LD-100,TDG020,23/11/2023,1,398,468,-70
LD-100,TB0100,30/11/2023,1,412,468,-56
LD-100,CCG020,30/11/2023,1,468,468,0
LD-100,DST010,22/01/2024,3,1334,1404,-70
LD-100,SM0200,24/01/2024,4,1872,1872,0
LD-100,TB0100,20/02/2024,1,412,468,-56
LD-100,DST010,23/04/2024,1,445,468,-23
LD-100,DST010,24/04/2024,1,234,468,-234
LD-100T,TDG020,11/09/2025,-1,-327,-385,58
LD-100T,3DCC01,21/02/2025,5,1771,1925,-154
LD-100T,HD0100,11/03/2025,1,339,385,-46
LD-100T,HD0100,20/03/2025,1,339,385,-46
LD-100T,HD0100,28/03/2025,1,339,385,-46
LD-100T,HD0100,02/04/2025,6,2033,2310,-277
LD-100T,TB0100,23/04/2025,2,655,770,-116
LD-100T,HD0100,19/05/2025,2,678,770,-92
LD-100T,HD0100,22/05/2025,1,339,385,-46
LD-100T,3DCC01,04/06/2025,15,5313,5775,-462
LD-100T,HD0100,17/06/2025,2,678,770,-92
LD-100T,CWMT01,18/07/2025,1,347,385,-38
LD-100T,HD0100,31/07/2025,1,339,385,-46
LD-100T,HD0100,11/08/2025,1,339,385,-46
LD-100T,TDG020,11/09/2025,1,327,385,-58
LD-100T,TDG020,17/09/2025,1,327,385,-58
LD-100T,TB0100,18/09/2025,2,655,770,-115
LD-100T,JAM010,23/09/2025,3,982,1155,-173
LD-100T,HD0100,20/10/2025,1,339,385,-46
LD-100T,TB0100,21/10/2025,3,982,1155,-173
LD-110S,SN0200,06/10/2023,220,40480,40480,0
LD-110S,SN0200,28/02/2024,180,33120,33120,0
LD-110S,SN0200,31/07/2025,200,31280,36800,-5520
LD-130,AGU010,21/06/2024,1,71,76,-5
LD-130,CTR010,06/11/2024,3,217,228,-11
LD-130,LYE010,11/02/2025,2,140,152,-12
LD-130,IT0100,07/03/2025,1,68,76,-8
LD-130,TB0100,04/09/2025,13,840,988,-148
LD-130,TB0100,25/09/2025,6,388,456,-68
LD-130,LYE010,10/10/2025,2,140,152,-12
LD-40,CTR010,12/10/2023,13,3276,3276,0
LD-40,SSL010,06/12/2023,2,504,504,0
LD-40,WC0100,30/01/2024,1,252,252,0
LD-54-120,FM0200,23/10/2024,-1,-200,-210,11
LD-54-120,FP0200,11/10/2023,4,846,920,-74
LD-54-120,PA0400,12/10/2023,10,2070,2300,-230
LD-54-120,TB0100,17/10/2023,6,1214,1380,-166
LD-54-120,WHC010,04/06/2025,-1,-185,-210,25
LD-54-120,FP0200,20/10/2023,5,1058,1150,-92
LD-54-120,TB0100,20/10/2023,2,405,460,-55
LD-54-120,TB0100,31/10/2023,2,405,460,-55
LD-54-120,TB0100,23/11/2023,2,405,460,-55
LD-54-120,WHC010,28/11/2023,12,2429,2760,-331
LD-54-120,TT0700,29/11/2023,2,423,460,-37
LD-54-120,FDS010,29/11/2023,3,635,690,-55
LD-54-120,TB0100,12/01/2024,4,810,920,-110
LD-54-120,TB0100,23/01/2024,5,1012,1150,-138
LD-54-120,TB0100,15/02/2024,3,607,690,-83
LD-54-120,HD0100,28/02/2024,4,846,920,-74
LD-54-120,TB0100,05/03/2024,4,810,920,-110
LD-54-120,HD0100,07/03/2024,5,1058,1150,-92
LD-54-120,TB0100,14/03/2024,15,3036,3450,-414
LD-54-120,FP0200,14/03/2024,7,1481,1610,-129
LD-54-120,TT0700,09/05/2024,4,846,920,-74
LD-54-120,TSS020,23/05/2024,22,4554,5060,-506
LD-54-120,TB0100,05/07/2024,1,202,230,-28
LD-54-120,TB0100,03/09/2024,6,1071,1260,-189
LD-54-120,TB0100,10/09/2024,8,1428,1680,-252
LD-54-120,SN0200,11/09/2024,10,1785,2100,-315
LD-54-120,IT0100,12/09/2024,6,1134,1260,-126
LD-54-120,FM0200,13/09/2024,1,200,210,-11
LD-54-120,FP0200,19/09/2024,5,924,1050,-126
LD-54-120,FP0200,27/09/2024,4,739,840,-101
LD-54-120,PA0400,01/10/2024,2,357,420,-63
LD-54-120,PA0400,07/10/2024,10,1785,2100,-315
LD-54-120,TSS020,09/10/2024,12,2142,2520,-378
LD-54-120,FDS010,21/10/2024,7,1352,1470,-118
LD-54-120,FP0200,23/10/2024,1,185,210,-25
LD-54-120,TB0100,29/10/2024,11,1964,2310,-347
LD-54-120,TB0100,19/11/2024,1,179,210,-32
LD-54-120,PA0400,27/11/2024,10,1785,2100,-315
LD-54-120,TD0100,02/12/2024,6,1197,1260,-63
LD-54-120,TD0100,11/12/2024,3,599,630,-31
LD-54-120,PA0400,10/02/2025,5,893,1050,-158
LD-54-120,FP0200,20/02/2025,7,1294,1470,-176
LD-54-120,PA0400,27/02/2025,5,893,1050,-158
LD-54-120,TB0100,06/03/2025,7,1250,1470,-220
LD-54-120,CIG010,12/03/2025,7,1397,1470,-74
LD-54-120,TB0100,13/05/2025,5,893,1050,-158
LD-54-120,WHC010,20/05/2025,1,185,210,-25
LD-54-120,HD0100,24/06/2025,4,739,840,-101
LD-54-120,TB0100,30/06/2025,5,893,1050,-158
LD-54-120,TDG020,15/08/2025,1,179,210,-31
LD-54-120,FP0200,27/08/2025,4,739,840,-101
LD-54-120,TSS020,08/09/2025,5,893,1050,-158
LD-54-120,FP0200,17/09/2025,2,370,420,-50
LD-54-120,CIG010,19/09/2025,4,798,840,-42
LD-54-120,TB0100,30/09/2025,5,893,1050,-158
LD-54-120,TB0100,21/10/2025,1,179,210,-32
LD-54-140,CIG010,10/10/2023,5,1211,1275,-64
LD-54-140,FM0200,23/10/2024,-1,-219,-231,12
LD-54-140,TJ0100,13/02/2025,-6,-1275,-1386,111
LD-54-140,SSL010,19/10/2023,10,2550,2550,0
LD-54-140,TB0100,20/10/2023,1,224,255,-31
LD-54-140,TB0100,23/10/2023,2,449,510,-61
LD-54-140,SN0200,06/11/2023,40,8670,10200,-1530
LD-54-140,TA0100,10/11/2023,5,1148,1275,-128
LD-54-140,SN0200,15/11/2023,80,17340,20400,-3060
LD-54-140,TJ0100,20/11/2023,4,969,1020,-51
LD-54-140,SSL010,21/11/2023,5,1275,1275,0
LD-54-140,TB0100,23/11/2023,2,449,510,-61
LD-54-140,SN0200,24/11/2023,30,6503,7650,-1147
LD-54-140,TB0100,28/11/2023,2,449,510,-61
LD-54-140,WHC010,06/12/2023,4,898,1020,-122
LD-54-140,SUN010,11/12/2023,2,485,510,-26
LD-54-140,SN0200,30/01/2024,72,15606,18360,-2754
LD-54-140,TB0100,12/07/2024,1,231,263,-32
LD-54-140,TA0100,12/07/2024,6,1420,1578,-158
LD-54-140,TB0100,24/07/2024,3,694,789,-95
LD-54-140,CIG010,29/07/2024,3,750,789,-39
LD-54-140,TB0100,20/08/2024,3,610,693,-83
LD-54-140,TB0100,03/09/2024,1,196,231,-35
LD-54-140,CCG020,03/09/2024,2,462,462,0
LD-54-140,TB0100,12/09/2024,5,982,1155,-173
LD-54-140,FM0200,13/09/2024,1,219,231,-12
LD-54-140,PA0400,13/09/2024,5,982,1155,-173
LD-54-140,SN0200,16/09/2024,10,1964,2310,-347
LD-54-140,FP0200,19/09/2024,2,407,462,-55
LD-54-140,TB0100,27/09/2024,2,393,462,-69
LD-54-140,PA0400,01/10/2024,2,393,462,-69
